"","Area","Wheat","Rice","Maize","soya","Oil_Palm","Cereals","Oil_crops","sugarcane","Roots"
"1","Algeria",0,0,0,0,0,0,0,0,8000
"2","Argentina",191500,7600,63700,34800,0,9200,49300,13500,2800
"3","Bolivia_(Plurinational_State_of)",400,800,600,800,0,400,0,1000,3900
"4","Brazil",71000,126100,596000,109800,0,7700,1300,255400,48600
"5","Bulgaria",69000,0,5000,612.244897959184,0,15000,11102.0408163265,0,0
"6","Cambodia",0,9600,500,0,0,0,0,0,100
"7","Chile",0,2800,24000,0,0,6400,1700,0,6700
"8","China,_mainland",3477700,4374900,2749800,542200,0,372900,1070500,158500,420800
"9","China,_Taiwan_Province_of",0,40000,10200,0,0,1600,1000,12000,0
"10","Colombia",0,42600,28700,600,12000,9700,0,3500,16700
"11","Costa_Rica",0,11800,500,0,1600,0,0,4300,600
"12","Dominican_Republic",0,13100,1100,0,0,300,0,12300,500
"13","Ecuador",100,21400,23000,400,3900,200,0,2200,6800
"14","Egypt",176500,77500,189900,1400,0,6200,4400,9800,24500
"15","Estonia",4800,0,0,0,0,7100,900,0,100
"16","Guatemala",1200,1100,62000,200,800,4700,0,9300,1000
"17","Guinea",0,7700,2700,0,0,0,0,0,0
"18","Honduras",0,2700,27200,0,2900,2900,0,6300,300
"19","India",2348700,2205800,115000,0,0,236900,482400,343400,0
"20","Indonesia",0,1192600,258600,7700,190000,0,5200,24500,39700
"21","Jordan",700,0,0,0,0,100,0,0,800
"22","Kenya",3800,900,18000,0,0,3900,300,1700,5700
"23","Lao_People's_Democratic_Republic",0,11400,200,0,0,0,0,0,0
"24","Latvia",112.896046615142,0,0,0,0,135.460974338345,0,0,1800
"25","Lebanon",1000,0,100,0,0,400,100,0,2000
"26","Madagascar",0,1000,0,0,0,0,0,600,700
"27","Malawi",0,2400,22200,0,0,1000,1600,500,6600
"28","Malaysia",0,59200,1800,0,277400,0,0,2600,1600
"29","Mauritania",0,3400,0,0,0,0,0,0,0
"30","Mexico",80000,109700,472600,2700,0,102300,1900,56800,6800
"31","Myanmar",0,126000,2200,0,0,0,500,2800,0
"32","Nicaragua",0,2100,8800,100,100,1500,0,2600,100
"33","Paraguay",3200,1000,3500,2800,600,1500,1300,1700,0
"34","Philippines",0,175000,116300,0,900,1700,200,25500,300
"35","United_Republic_of_Tanzania",0,3500,12500,0,0,2000,0,0,0
"36","Thailand",0,560700,58200,1700,21000,18700,1000,61400,0
"37","Togo",0,500,3000,0,0,1100,100,0,0
"38","Turkey",627636.585795735,106.359230114984,88016.2206327825,700,0,NA,54600,0,50400
"39","United_States_of_America",2087500,187800,4680800,598600,0,430500,111800,38300,117400
"40","Uruguay",11600,14400,1200,0,0,6000,3900,500,600
"41","Venezuela_(Bolivarian_Republic_of)",100,23300,33900,0,0,20000,300,10900,1100
"42","Viet_Nam",0,792300,64900,4600,0,9900,8900,31300,2300
"43","Zimbabwe",10600,0,114200,0,0,0,0,400,0
"44","Albania",5500,0,0,0,0,100,100,0,300
"45","Australia",485431.797700106,5329.71407902348,3458.35670652074,1806.0660363418,0,165937.949007933,52840.3320346858,96000,0
"46","Austria",30000,8000,29000,820.478969186492,0,24000,8179.52103081351,0,2000
"47","Azerbaijan",3400,0,0,0,0,0,0,0,0
"48","Bangladesh",39700,728400,700,0,0,0,29000,14600,0
"49","Belarus",22105.2367467453,NA,635.770083424092,0,0,NA,0,0,1100
"50","Belgium",34000,0,17000,0,0,5515.625,2000,0,9000
"51","Canada",502300,0,164700,5300,0,312000,359800,0,26900
"52","Croatia",17800,0,38600,1400,0,1400,4700,0,4600
"53","Czechia",79600,0,28000,0,0,29900,49600,0,3900
"54","Denmark",96000,0,2000,0,0,70908.656628471,8000,0,5000
"55","El_Salvador",0,900,22400,0,0,0,0,9700,0
"56","Ethiopia",10000,0,7500,22.3436174772688,0,30500,154.718151225251,0,0
"57","Fiji",0,900,0,0,0,0,0,7500,0
"58","Finland",13000,0,0,0,0,47909.7862767154,5000,0,2000
"59","France",26000,0,372000,5195.47981796717,0,186000,211718.615081782,0,40000
"60","Germany",482000,0,154000,38.8216842399491,0,447705.396381419,128002.73304657,0,40000
"61","Greece",59000,1775.79967238511,41000,2.41660553230052,0,11388.7823646684,1997.5833944677,0,10000
"62","Hungary",75600,0,13800,900,0,26600,31500,0,7400
"63","Ireland",13000,0,0,0,0,20025.7359421823,0,0,2000
"64","Israel",6300,0,5000,0,0,500,400,0,2500
"65","Italy",189000,22967.0822190221,246000,10156.1905608202,0,25362.6194884454,10723.2120377364,0,10000
"66","Japan",19000,140500,0,3300,0,3813.80970873786,600,5100,11000
"67","Republic_of_Korea",0,115500,0,0,0,13480.6934594169,0,0,3200
"68","Kuwait",0,0,0,0,0,100,0,0,100
"69","Lithuania",14900,0,900,0,0,8276.26832018038,200,0,3400
"70","Republic_of_Moldova",1800,0,100,100,0,15.3895761271032,0,0,0
"71","Morocco",30705.0101081064,59.2597382841866,2513.24782901684,0.331962328914915,0,24067.4538080482,2919.61897363888,1400,0
"72","Netherlands",28000,0,9000,0,0,3714.28571428571,0,0,29000
"73","New_Zealand",5300,0,2400,0,0,3600,100,0,1700
"74","Nigeria",0,10100,24800,1200,0,20300,3000,0,9900
"75","Norway",7000,0,0,0,0,18345.4946376666,1000,0,2000
"76","Pakistan",894000,126500,51200,0,0,0,0,226300,0
"77","Poland",193100,0,23100,0,0,130700,50300,0,65900
"78","Portugal",21000,1242.90709713549,44000,0,0,4327.34471149776,0,0,8000
"79","Saudi_Arabia",40000,0,0,0,0,15000,0,0,4000
"80","Slovakia",25800,0,14800,0,0,7100,11238.439117119,0,1000
"81","South_Africa",42000,0,190500,200,0,10100,8100,34800,10200
"82","Spain",227000,9060.98443967814,104000,42.477358974032,0,296485.329945309,16671.9378816742,0,19000
"83","Sri_Lanka",0,85200,0,0,0,0,0,0,0
"84","Sweden",47000,0,0,0,0,38929.3892031253,6000,0,3000
"85","Switzerland",14000,0,8000,0,0,6836.50975889782,3000,0,3000
"86","Syrian_Arab_Republic",49300,0,2400,0,0,58900,0,0,800
"87","United_Kingdom",384000,0,6000,0,0,126744.224507726,74000,0,26000
"88","Zambia",0,0,10200,100,0,500,0,0,0
"89","Afghanistan",52487.7121954743,4536.41341992851,2396.35812799735,NA,NA,924.477692823121,145.560870569966,158.313608652212,86.4173041250218
"90","American_Samoa",NA,NA,0.149772382999835,NA,NA,NA,NA,2.13723371680487,0.0925899687053806
"91","Angola",60.7915838636591,149.806329321178,17145.2684300976,16.8376390955579,233.927011893993,1391.19199084695,691.585284513848,744.0739606654,3351.9667377305
"92","Antigua_and_Barbuda",NA,NA,0.748861914999173,NA,NA,NA,NA,NA,0.061726645803587
"93","Armenia",2757.11821266921,NA,63.7031869025963,NA,NA,289.967632367473,NA,NA,205.117644005319
"94","Bahamas",NA,NA,3.14522004299653,NA,NA,NA,NA,197.892010815266,0.080244639544663
"95","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,0.0185179937410761
"96","Barbados",NA,NA,6.939453745659,NA,NA,NA,0.387507863794391,688.664197637125,0.179007272830402
"97","Belize",NA,126.461247952468,353.912141028609,1.38068640583575,NA,12.2141258091531,1.059188161038,1837.30858521325,1.21601492233066
"98","Benin",NA,813.867463023021,16315.9537833637,28.8484883170559,213.585532598863,1351.7700579722,1790.10549372698,110.265428426266,1354.39988955772
"99","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,0.339496551919728
"100","Bhutan",118.996291818227,907.282683985703,773.823978832478,5.05129172866737,NA,47.1422399651524,NA,32.5334465780297,19.1352601991119
"101","Bosnia_and_Herzegovina",2692.47218370101,NA,5193.1576840086,21.8047426287475,NA,165.683545186617,15.0482220440154,NA,269.967658086568
"102","Botswana",7.52780889545737,NA,2078.29151063337,NA,NA,453.055293171594,72.7223091054138,NA,NA
"103","Brunei_Darussalam",NA,16.0519244089778,0.948558425665617,NA,NA,NA,NA,NA,0.864173041250214
"104","Burkina_Faso",NA,1401.05383700099,6025.86717142382,22.8935766235936,NA,14472.0799218944,3059.7620925205,316.627217304426,24.0548738696579
"105","Burundi",232.818831818269,593.223293375267,2795.75114933024,6.17380100170457,12.2048875770779,358.562652701184,155.003145517756,190.451271208612,509.38679916494
"106","Cabo_Verde",NA,NA,764.488166958823,NA,NA,NA,NA,102.903845623938,2.7653537320007
"107","Cameroon",11.9513667000045,710.262759609424,7518.87317135771,51.7308398479191,570.324225737203,2455.06989948391,2637.09434855117,10686.1685840244,1026.82275294267
"108","Cayman_Islands",NA,NA,NA,NA,NA,NA,NA,NA,0.0185179937410761
"109","Central_African_Republic",NA,540.880061606861,2371.39606416405,NA,40.6829585902597,344.297533335106,1229.45911638926,989.460054076328,1161.68312869434
"110","Chad",48.5039232954728,3125.51905535505,2122.12489472466,NA,NA,8776.1830629776,5655.65143822153,277.048815141372,173.945687874508
"111","Comoros",NA,462.609482369171,42.9347497932859,NA,NA,NA,13.239852012975,NA,61.5106025432744
"112","Congo",NA,64.8707119049777,198.298635091781,NA,73.2293254624673,NA,499.110128567174,949.88165191328,611.792697668062
"113","Cook_Islands",NA,NA,NA,NA,NA,NA,NA,NA,0.925899687053805
"114","Côte_d'Ivoire",NA,11915.622652687,8883.27461842236,18.5214030051137,1617.14760396282,718.037538357538,1032.02385978601,2092.90590638226,1674.35995808061
"115","Cuba",NA,6982.9360727838,3153.03316897635,NA,NA,2.14282908932512,193.753931897195,82394.317623044,623.661338541122
"116","Cyprus",689.394034225497,NA,NA,NA,NA,3235.54684001174,18.9053594947455,NA,650.456921528436
"117","Democratic_People's_Republic_of_Korea",1526.25678636421,18669.0859973981,12381.1836613197,1739.88937320765,NA,829.660566804898,NA,NA,1160.46094110743
"118","Democratic_Republic_of_the_Congo",188.945416400071,15612.8344854165,36990.0842155118,132.096891251017,2034.14792951299,378.601165870787,6342.25078822123,2849.64495573983,12260.3932960916
"119","Djibouti",NA,NA,0.149772382999835,NA,NA,NA,NA,NA,NA
"120","Dominica",NA,NA,3.22010623449645,NA,NA,NA,NA,17.4144969517434,0.678993103839457
"121","Equatorial_Guinea",NA,NA,NA,NA,35.5975887664772,NA,NA,NA,114.743661884287
"122","Eritrea",599.68957324568,NA,562.669880866546,NA,NA,1559.80815070154,18.5099589605787,NA,25.073363525417
"123","Faroe_Islands",NA,NA,NA,NA,NA,NA,NA,NA,0.66047511009838
"124","French_Guiana",NA,306.312592308712,1.24810319166529,NA,NA,NA,NA,5.93676032445799,10.4564937991276
"125","French_Polynesia",NA,NA,NA,NA,NA,NA,NA,3.32458578169646,2.19129592602734
"126","Gabon",NA,17.447743922802,399.393021332892,13.3354101636818,40.6829585902597,NA,232.504718276634,316.627217304426,286.035103989242
"127","Gambia",NA,537.3905128223,341.980274516289,NA,35.5975887664772,645.909911210855,1525.48929047059,NA,15.4316614508967
"128","Georgia",2217.54763555083,NA,4570.62877406978,8.37953172322266,NA,190.821991588814,151.24431923895,NA,209.697761123945
"129","Ghana",NA,4019.96019981357,17341.1457449975,NA,1627.31834361039,3040.98059619366,2815.8904769059,435.362423793585,4074.57588949478
"130","Grenada",NA,NA,7.58846740532495,NA,NA,NA,NA,11.8735206489159,0.179007272830403
"131","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,1021.12277580677,0.740719749643044
"132","Guam",NA,NA,0.349468893666281,NA,NA,NA,NA,NA,NA
"133","Guinea-Bissau",NA,2604.94816767434,649.013659665949,NA,96.6220266518667,336.730285465374,235.423944183885,15.8313608652213,12.2403938628513
"134","Guyana",NA,4048.64429082266,77.3823978832479,NA,NA,NA,51.4222935255156,3498.7307512139,24.6906583214349
"135","Haiti",NA,1814.56536797141,6739.75723499256,NA,NA,857.131635730044,335.840148621804,1345.6656735438,486.405968932266
"136","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,4.20358457922427
"137","Iran_(Islamic_Republic_of)",306980.913425496,73087.2598570799,39358.3055220526,1300.43167227148,NA,69335.4078550228,22064.5324351905,4070.97886448077,48475.1411425369
"138","Iraq",31042.5109091026,3489.54878456039,1815.990143873,0.561254636518597,NA,6838.68597936042,161.461609914329,NA,239.190752488899
"139","Jamaica",NA,0.453641341992851,38.5663886224574,NA,NA,NA,30.7810413140677,3117.98652240533,7.61089542758225
"140","Kazakhstan",259983.615739643,2515.96467366804,1862.16996196461,19.6439122781509,NA,10932.27932555,3481.11230975293,NA,982.070934735068
"141","Kyrgyzstan",11477.6579835316,217.363993790267,1467.89416371755,0.449003709214878,NA,432.171893103915,503.902309149431,NA,425.876820057268
"142","Lesotho",614.227815854776,NA,3936.01822523566,NA,NA,163.044804222335,NA,NA,32.7151222759011
"143","Liberia",NA,5007.50250584416,140.062140168679,41.6450940296799,164.765982290552,NA,103.335430345171,1939.34170598961,413.568526884033
"144","Libya",3999.51710552877,NA,49.9241276666116,NA,NA,1133.86270669431,155.003145517755,NA,58.6403135134076
"145","Luxembourg",1229.81169910373,NA,37.8673751232919,NA,NA,806.010668367368,219.099612715889,NA,82.9582750687803
"146","Maldives",NA,NA,0.524203340499421,NA,NA,0.281628966025586,NA,NA,0.0864173041250218
"147","Mali",68.2935240000257,12308.9994871705,4020.2152665454,7.5208121293492,NA,10734.9125216856,2579.96277249908,310.927927392946,28.9312788881413
"148","Malta",266.901983006652,NA,NA,NA,NA,38.9703641619191,NA,NA,178.425337090031
"149","Martinique",NA,NA,NA,NA,NA,NA,NA,245.38609341093,0.678993103839456
"150","Mauritius",NA,NA,2.52116844716388,NA,NA,NA,1.588782241557,5782.87949684803,3.90112401478669
"151","Micronesia_(Federated_States_of)",NA,2.96611646687634,1.07336874483215,NA,NA,0.0244894753065727,NA,NA,6.85783034877851
"152","Mongolia",4619.41017962447,NA,NA,NA,NA,10.1814993587076,NA,NA,48.6591148869677
"153","Montenegro",2279.94306984073,NA,4069.52263783115,NA,NA,98.564693238412,NA,NA,87.009460653958
"154","Montserrat",NA,NA,0.374430957499587,NA,NA,NA,NA,NA,0.253079247794707
"155","Mozambique",38.8031386363782,6427.60927920885,31349.0072580784,NA,NA,2370.08529780128,3699.95091736642,2137.23371680487,5754.29989309573
"156","Namibia",17.4355436272793,NA,1098.33080866545,NA,NA,1619.67879545727,8.83517929451212,NA,0.493813166428696
"157","Nepal",17074.4157503701,54438.4964406074,20444.1799001157,110.89830362971,NA,1785.56437881518,NA,4601.06840825926,756.892130843582
"158","New_Caledonia",0.129343795454594,NA,29.954476599967,NA,NA,NA,NA,NA,2.62338244665244
"159","Niger",142.614468868236,767.700732603287,153.491730510997,NA,NA,44735.8490202091,4654.46028746476,263.038060775652,48.2270283663425
"160","Niue",NA,NA,NA,NA,NA,NA,NA,NA,0.0432086520625109
"161","Occupied_Palestinian_Territory",560.498403222938,NA,25.7109257483049,NA,NA,56.7666037606354,0.193753931897195,NA,9.59849342245774
"162","Oman",11.459860277277,NA,103.767299355052,NA,NA,13.469211418615,NA,NA,4.30851987709036
"163","Panama",NA,3326.30769241866,1395.35440621796,0.75208121293492,56.9561420263636,2.80404492260257,NA,1958.02271181056,23.2771181325326
"164","Papua_New_Guinea",NA,12.9113305028734,594.097119232677,NA,732.293254624675,6.93052151176007,13.330270514527,554.097630282744,68.8252100709995
"165","Peru",3795.17977746961,10018.9482018149,13979.3797982471,12.0725872315151,101.605689079174,953.950776354579,70.7718528576488,5051.54978167912,2255.64595427758
"166","Puerto_Rico",NA,NA,6.49013659665949,NA,NA,NA,NA,NA,0.499985831009055
"167","Qatar",0.931275327273077,NA,5.69135055399372,NA,NA,8.45499134959422,NA,NA,0.0185179937410761
"168","Réunion",NA,1.39581951382416,41.711608665454,NA,NA,NA,11.9481591336603,1926.9140877104,1.24687824523246
"169","Romania",216158.994996746,140.430607553366,424630.488679607,2007.73262862592,NA,30115.0319660114,59420.4226408186,NA,28166.3858269111
"170","Russian_Federation",371851.652342174,12309.2650448143,51812.7386199794,1591.94479898288,NA,171736.142846667,15217.1532420815,NA,49470.6114999272
"171","Rwanda",259.799947550098,148.864151149346,2222.94667054738,165.811457266689,NA,1097.09788189032,173.900612342129,158.313608652213,1416.29319730498
"172","Saint_Kitts_and_Nevis",NA,NA,NA,NA,NA,NA,0.322923219828658,NA,0.0802446395446631
"173","Saint_Lucia",NA,NA,NA,NA,NA,NA,NA,NA,2.04932464067909
"174","Saint_Vincent_and_the_Grenadines",NA,NA,0.998482553332229,NA,NA,NA,3.22923219828658,57.7844671580577,0.2839425706965
"175","Samoa",NA,NA,0.998482553332231,NA,NA,NA,NA,0.0791568043261063,0.148143949928608
"176","Sao_Tome_and_Principe",NA,NA,24.9620638333058,NA,11.1878136123214,NA,NA,NA,3.64187210241163
"177","Senegal",NA,3009.80561765903,1765.19234397222,NA,66.1098077091719,6168.39679548187,14149.0746307246,625.33875417624,172.27906843781
"178","Serbia",14585.7261507528,NA,26034.3968868663,685.914846202266,NA,630.558562064822,1702.69533895931,NA,556.635024098202
"179","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,0.0864173041250218
"180","Sierra_Leone",NA,6393.34191014447,239.336268033736,NA,221.722124316915,62.6563225718662,245.757487218402,91.0303249750222,286.967176340875
"181","Slovenia",4288.36718265538,NA,7129.31298938869,0.61975254224022,NA,896.605979887694,9.85779459368871,NA,895.829286388085
"182","Solomon_Islands",NA,33.9533096737726,NA,NA,91.5366568280841,NA,NA,NA,0.864173041250216
"183","Somalia",67.2587736363889,34.8954878456039,4547.58878915165,NA,NA,2140.33728521266,27.1255504656073,490.77218682186,43.2086520625109
"184","South_Sudan",588.482259759878,47.1222794626777,443.394461383081,NA,NA,9512.21799747856,4690.32506560222,1243.90200188332,33.3449027130759
"185","Sudan",1790.92620142283,143.40708417432,1349.38096312494,NA,NA,28948.5029714938,14274.0514499193,3785.56303138882,101.478437051119
"186","Suriname",NA,1465.43601207613,0.524203340499421,0.190826576416323,5.59390680616071,NA,2.6221365450087,237.470412978319,1.18515159942887
"187","Swaziland",5.17375181818377,1.7447743922802,1710.72512068794,NA,NA,5.66931353347158,71.1722776502363,2889.22335790288,18.5179937410761
"188","Tajikistan",8875.62298161242,754.789402100413,348.969652389615,2.24501854607438,NA,222.076684448828,27.3580551838839,NA,157.223939526317
"189","The_former_Yugoslav_Republic_of_Macedonia",3132.78433218755,134.766374059722,925.992719960311,NA,NA,340.287381753654,89.8759905427122,NA,81.5408991065385
"190","Timor-Leste",NA,593.223293375268,1372.91351083182,5.61254636518598,NA,NA,51.6677151725853,NA,66.6647774678739
"191","Tonga",NA,NA,NA,NA,NA,NA,6.96222461950588,NA,4.32086520625109
"192","Trinidad_and_Tobago",NA,97.707365967691,9.33581187365635,NA,NA,NA,NA,1978.92010815266,1.4197128534825
"193","Tunisia",18573.7690272797,NA,NA,NA,NA,2294.54751121816,226.950438895582,NA,127.774156813425
"194","Turkmenistan",18108.1313636432,2442.68414919228,249.620638333058,NA,NA,275.506597198943,NA,NA,29.4806460357931
"195","Uganda",181.081313636432,2512.47512488348,15701.1381511493,594.929914709713,NA,4065.25290089107,3590.90620449468,1583.13608652213,2894.97968818823
"196","Ukraine",133524.186923687,879.366293709219,31923.9834364148,340.12030973027,NA,28824.7246727187,38728.8276004906,NA,2252.60287555776
"197","United_Arab_Emirates",1.44865050909145,NA,4.3184370431619,NA,NA,NA,NA,NA,5.3023188745281
"198","Uzbekistan",35072.8635754677,1716.85800200371,1228.13354059864,NA,NA,421.21897527305,188.587160379936,NA,4633.76520509194
"199","Vanuatu",NA,NA,35.346282387961,NA,NA,NA,25.8338575862927,NA,NA
"200","Wallis_and_Futuna_Islands",NA,NA,0.249620638333058,NA,NA,NA,NA,0.0791568043261063,1.48761216386645
"201","Western_Sahara",NA,NA,NA,NA,NA,15.9181589492722,NA,NA,NA
"202","Yemen",2259.2222064463,NA,804.42746909211,NA,NA,3061.3252278046,NA,NA,104.935297866098
